group,source_dataset,input_condition,denoiser_id,recognition_model,filename,ground_truth,predicted_text,is_correct,edit_distance,mean_confidence,position_confidences,position_1_correct,position_2_correct,position_3_correct,position_4_correct,position_5_correct
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,80095_T2VZY.png,T2VZY,XIJ11,False,5,0.6237375199794769,0.3964|0.7957|0.9980|0.3943|0.5343,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,26495_GVCXD.png,GVCXD,WW641,False,5,0.6254247546195983,0.3930|0.8061|1.0000|0.2719|0.6562,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,36695_WL8TL.png,WL8TL,441AZ,False,5,0.6261934697628021,0.9897|0.5176|0.4891|0.5871|0.5476,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,68888_AR57A.png,AR57A,7WCDM,False,5,0.6401882171630859,0.5298|0.9893|0.5399|0.3595|0.7824,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,56498_8584D.png,8584D,4HZB1,False,5,0.6429650723934174,0.4173|0.9135|0.4658|0.4185|0.9999,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,885_4QKXH.png,4QKXH,M1IMM,False,5,0.6437609910964965,0.6624|0.5243|0.5142|0.5178|1.0000,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,82891_P6XL7.png,P6XL7,11D11,False,5,0.6488218188285828,0.7332|0.4282|0.3938|0.6889|1.0000,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,81991_P783J.png,P783J,M1BV1,False,5,0.6497138559818267,0.9820|0.7421|0.6605|0.5084|0.3556,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,18490_Z7602.png,Z7602,1I8S1,False,5,0.6515213906764984,0.9993|0.6091|0.7900|0.4496|0.4096,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,58193_FYCZA.png,FYCZA,MAMC4,False,5,0.6631064057350159,0.3689|0.9844|0.9642|0.4387|0.5593,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,95096_ANUV2.png,ANUV2,MJ181,False,5,0.6660687983036041,0.6488|0.9759|0.6771|0.4029|0.6257,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,31696_NAI1S.png,NAI1S,MU1DY,False,5,0.6667353868484497,0.7010|0.5458|1.0000|0.7319|0.3549,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,4486_U4RB6.png,U4RB6,MMMMN,False,5,0.6677715957164765,0.6008|0.7269|0.5501|0.9997|0.4614,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,23185_KWI5E.png,KWI5E,4ML98,False,5,0.6680552542209626,0.3436|0.9997|0.5432|0.5303|0.9235,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,74199_XWNV3.png,XWNV3,14K4L,False,5,0.6689716577529907,1.0000|0.6843|0.5845|0.7696|0.3064,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,82689_AMDHE.png,AMDHE,4114K,False,5,0.6704650104045868,0.9992|0.9133|0.7123|0.4375|0.2901,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,84594_XVG35.png,XVG35,W4W1A,False,5,0.6705378651618957,0.9232|0.3897|0.6078|0.8101|0.6220,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,42993_9RD5A.png,9RD5A,4M1IM,False,5,0.6708525002002717,0.9994|1.0000|0.4691|0.3762|0.5097,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,77289_Q1SU4.png,Q1SU4,400YM,False,5,0.6709672093391419,0.9993|0.5489|0.4904|0.8570|0.4592,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,69492_GN5US.png,GN5US,2004I,False,5,0.6733112573623657,0.5848|0.6823|0.9362|0.2997|0.8636,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,55485_KKTBG.png,KKTBG,JM1MW,False,5,0.6737395465373993,0.4446|0.9224|0.5052|0.7628|0.7337,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,16191_KFVGF.png,KFVGF,14M4T,False,5,0.6757148861885071,0.9991|0.3688|0.7526|0.3257|0.9324,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,77497_8UW99.png,8UW99,48M41,False,5,0.6775794744491577,0.8993|0.5531|0.4633|0.7999|0.6723,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,74293_672K2.png,672K2,L18II,False,5,0.6784516870975494,0.4890|0.9823|0.5371|0.3877|0.9962,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,91396_URXSC.png,URXSC,M1051,False,5,0.6787616014480591,0.9950|0.6972|0.7715|0.5209|0.4091,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,80088_6KRK0.png,6KRK0,16M11,False,5,0.6787942528724671,0.9998|0.7471|0.4041|0.5765|0.6664,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,65199_5YT86.png,5YT86,S1I1M,False,5,0.6788852334022522,0.6297|0.9966|0.4640|0.6267|0.6775,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,16097_9XRPO.png,9XRPO,3LIR9,False,5,0.6792078256607056,0.4050|0.9992|0.9055|0.6317|0.4546,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,15085_JNKOT.png,JNKOT,2M418,False,5,0.6794389724731446,0.4428|0.9769|0.5777|0.9865|0.4133,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,17698_YQF6Y.png,YQF6Y,M1KW1,False,5,0.6801256716251374,0.5055|0.9974|0.2600|0.9993|0.6385,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,83891_GDSCB.png,GDSCB,MND6M,False,5,0.6802668392658233,0.5517|0.8313|0.5252|0.4931|1.0000,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,36189_KD8G9.png,KD8G9,MSM1M,False,5,0.681210708618164,0.9942|0.4431|0.5185|0.4504|0.9999,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,65786_WSG3U.png,WSG3U,UL48F,False,5,0.6826046109199524,0.3724|0.6067|0.5889|0.8576|0.9875,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,99591_AVQEH.png,AVQEH,MMNMM,False,5,0.6833160161972046,0.9787|0.3413|0.5262|0.9955|0.5749,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,55692_REYFY.png,REYFY,14EPR,False,5,0.6855306804180146,0.8143|0.6908|0.4596|0.7624|0.7005,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,47790_OISDC.png,OISDC,B9AWI,False,5,0.6857594549655914,0.7674|0.7475|0.5714|0.8755|0.4669,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,6198_86J3J.png,86J3J,4AMZ4,False,5,0.6859338939189911,0.3957|0.6686|0.4131|0.9950|0.9571,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,68696_E0Z5H.png,E0Z5H,BNISM,False,5,0.6863346755504608,0.4321|0.4411|0.9973|0.5615|0.9997,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,31685_4LN5O.png,4LN5O,2XM3D,False,5,0.6875034987926483,0.3800|0.8650|0.9999|0.6752|0.5174,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,50592_G6DD9.png,G6DD9,M8800,False,5,0.6878289461135865,1.0000|0.5370|0.3873|1.0000|0.5149,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,70596_B2WNG.png,B2WNG,848A4,False,5,0.6885806143283844,0.9999|0.4372|0.5183|0.9573|0.5302,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,41695_RY19K.png,RY19K,M1T3W,False,5,0.6888778269290924,0.9352|0.9997|0.4928|0.4995|0.5173,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,95097_97EIC.png,97EIC,GRR44,False,5,0.6909859657287598,0.9479|0.5115|0.7455|0.4195|0.8306,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,895_NFH2B.png,NFH2B,4SK3W,False,5,0.6938637673854828,0.5595|0.8150|0.3781|1.0000|0.7169,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,19391_EZVR7.png,EZVR7,L11JM,False,5,0.6938981235027313,0.2611|0.9994|1.0000|0.4644|0.7447,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,51099_5TVT2.png,5TVT2,XI4I1,False,5,0.6943245649337768,0.5302|1.0000|0.4402|0.9989|0.5024,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,79198_YBVW8.png,YBVW8,4ELM4,False,5,0.6945365071296692,0.9865|0.3836|0.5343|0.9999|0.5685,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,91296_4GC2O.png,4GC2O,MMI1M,False,5,0.6954458892345429,0.8506|0.4167|0.6095|0.8893|0.7112,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,32886_W0ZAF.png,W0ZAF,45I44,False,5,0.6956040561199188,0.9213|0.9764|0.6685|0.5887|0.3231,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,80094_R7RB2.png,R7RB2,M2M81,False,5,0.6966148376464844,0.9995|0.5622|0.7146|0.5348|0.6719,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,76389_KEQVB.png,KEQVB,M4AN4,False,5,0.6966831803321838,0.9999|0.8271|0.6076|0.6349|0.4139,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,45785_DLYAI.png,DLYAI,41L41,False,5,0.6975045621395111,0.4778|0.8807|0.5661|0.7203|0.8427,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,65399_8DEG9.png,8DEG9,1I64R,False,5,0.6980895578861237,1.0000|0.7511|0.4857|0.7708|0.4828,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,75798_F723D.png,F723D,T211M,False,5,0.6981604635715485,0.5344|0.6532|0.9623|0.4934|0.8475,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,91793_G6DCJ.png,G6DCJ,4M44O,False,5,0.6989244163036347,0.6653|0.8251|0.2642|0.8130|0.9270,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,8899_D4V00.png,D4V00,MUUM1,False,5,0.7031928360462188,0.7859|0.6026|0.6473|0.9951|0.4850,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,71797_65HVR.png,65HVR,M6MM1,False,5,0.7032463371753692,0.8229|0.8179|1.0000|0.3982|0.4773,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,85593_OPVS0.png,OPVS0,41M48,False,5,0.703496253490448,0.9963|1.0000|0.4434|0.6268|0.4510,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,68986_95W57.png,95W57,1YMA1,False,5,0.7041747212409973,0.9726|0.7159|0.5515|0.2808|1.0000,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,16692_XJKOG.png,XJKOG,ML414,False,5,0.7062265694141387,0.5404|0.3448|0.9625|0.9952|0.6882,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,46286_CTPVN.png,CTPVN,I1QMM,False,5,0.706496250629425,0.5578|1.0000|0.4454|0.5293|1.0000,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,94389_HDRX9.png,HDRX9,444DR,False,5,0.7075985968112946,1.0000|0.6038|0.8438|0.4230|0.6673,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,41085_88OWO.png,88OWO,14II1,False,5,0.70777068734169,1.0000|0.4077|0.9923|0.7176|0.4213,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,23394_J8BBF.png,J8BBF,3M3LW,False,5,0.7085983872413635,0.9934|0.6713|0.9468|0.4207|0.5108,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,45999_VJOJ8.png,VJOJ8,MN119,False,5,0.7090710699558258,0.7246|0.4279|0.9929|0.9900|0.4101,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,83992_EC1HH.png,EC1HH,GFWAM,False,5,0.7094944715499878,0.9479|0.4077|0.3604|0.8321|0.9993,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,49190_K6AQO.png,K6AQO,M4T2R,False,5,0.7099690556526184,0.6387|0.9964|0.5459|0.5767|0.7922,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,88897_HATQ3.png,HATQ3,11L0L,False,5,0.7103335380554199,0.9995|0.5086|0.8977|0.5119|0.6340,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,37087_V3QGA.png,V3QGA,41XQM,False,5,0.7103881239891052,0.6924|0.7117|0.6203|0.5277|1.0000,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,72190_2SUWP.png,2SUWP,T3048,False,5,0.7104035496711731,0.7860|0.5915|0.5252|0.6558|0.9936,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,24099_0KFV0.png,0KFV0,M1C1M,False,5,0.7104043841362,0.4698|0.5996|0.6575|0.8252|0.9999,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,58585_PXGD4.png,PXGD4,1I0YM,False,5,0.7126552820205688,0.6924|0.9886|0.9131|0.3857|0.5835,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,7495_P866X.png,P866X,M44M4,False,5,0.7133804082870483,0.8893|0.5366|0.4494|0.6931|0.9986,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,53495_LH7EX.png,LH7EX,IN1B4,False,5,0.7134083867073059,0.5629|0.6949|0.6156|0.6951|0.9986,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,25297_8QR0R.png,8QR0R,0W4MM,False,5,0.7151421070098877,0.5255|0.9244|0.5751|0.6243|0.9264,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,81596_9APBS.png,9APBS,44IM1,False,5,0.7154996275901795,0.5201|0.7912|0.5995|0.9961|0.6707,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,10385_UH5X3.png,UH5X3,MM4EM,False,5,0.7158655107021332,0.8185|0.9825|0.5699|0.3636|0.8449,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,34895_K8L0B.png,K8L0B,W1XRA,False,5,0.7158987641334533,0.7012|0.9226|0.8296|0.5740|0.5521,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,14388_SZQV9.png,SZQV9,4LM1D,False,5,0.7158997654914856,0.6268|0.6937|0.9990|0.5015|0.7586,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,99695_8JXOV.png,8JXOV,4I25M,False,5,0.7161054372787475,0.8953|0.7171|0.7197|0.7850|0.4633,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,22385_9G3WV.png,9G3WV,M6JMM,False,5,0.7173608243465424,0.9480|0.4217|0.6714|0.5457|1.0000,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,59486_9IJ0A.png,9IJ0A,4MLM4,False,5,0.7175479173660279,0.5325|0.9904|0.7894|0.6911|0.5843,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,29199_VXQKE.png,VXQKE,YM0L4,False,5,0.7190061986446381,0.9862|0.9992|0.5297|0.4438|0.6361,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,97897_2R02H.png,2R02H,1X4MM,False,5,0.719284611940384,0.5429|0.4632|0.6477|0.9438|0.9989,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,31290_57IIU.png,57IIU,MI11L,False,5,0.719891095161438,0.5244|0.7478|0.9993|0.5758|0.7521,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,53191_A0XD0.png,A0XD0,48M48,False,5,0.7205163955688476,0.6805|0.8019|0.6530|0.9991|0.4682,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,11098_BSHAD.png,BSHAD,458M1,False,5,0.7205191254615784,0.8628|0.8126|0.6374|0.8007|0.4892,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,90899_4FXVQ.png,4FXVQ,MPA42,False,5,0.7208117067813873,0.9366|0.4243|0.6725|1.0000|0.5708,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,39086_89728.png,89728,JI01R,False,5,0.7215806484222412,0.6065|0.7532|0.6012|0.6757|0.9713,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_009,72692_HQ8PB.png,HQ8PB,141IM,False,5,0.7220611035823822,0.9551|0.3674|0.9987|0.7441|0.5450,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,75890_65YWK.png,65YWK,IXXMI,False,5,0.5455049872398376,0.3637|0.7824|0.5635|0.5364|0.4816,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,5689_YAS0G.png,YAS0G,I1511,False,5,0.5473622024059296,0.3867|0.5199|0.4688|0.8071|0.5544,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,2992_40SYY.png,40SYY,MII5A,False,5,0.5604146540164947,0.4900|0.6854|0.3347|0.7547|0.5372,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,594_K5XAL.png,K5XAL,CS51G,False,5,0.5616882383823395,0.3314|0.9560|0.3999|0.6490|0.4722,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,8087_LSVKU.png,LSVKU,34XAM,False,5,0.572992068529129,0.4221|0.5801|0.4320|0.4316|0.9993,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,34788_V9Z4Q.png,V9Z4Q,YAIMT,False,5,0.5788920223712921,0.6084|0.2863|0.9824|0.6578|0.3596,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,74992_99YMV.png,99YMV,JJMT1,False,5,0.5870435744524002,0.9987|0.2612|0.2225|0.9866|0.4663,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,59598_GB74J.png,GB74J,MI3W1,False,5,0.595682293176651,0.9704|0.5803|0.4426|0.4603|0.5249,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,87693_KOCU6.png,KOCU6,NX1MK,False,5,0.5982267916202545,0.5569|0.4585|0.5831|0.9999|0.3927,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,6291_4P13S.png,4P13S,M1I84,False,5,0.607339721918106,0.6401|0.5168|0.5243|0.8817|0.4738,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,18489_UN829.png,UN829,44H40,False,5,0.6106460809707641,0.5082|0.8638|0.3780|0.8013|0.5020,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,57996_EVNOU.png,EVNOU,J3MIM,False,5,0.620007473230362,0.4446|0.5582|0.6026|0.4951|0.9996,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,66896_P3D2P.png,P3D2P,AM7RA,False,5,0.6234176456928253,0.5526|0.8886|0.3754|0.5318|0.7687,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,48486_6OSQR.png,6OSQR,MMGV1,False,5,0.6266053259372711,0.9931|0.4673|0.3776|0.3941|0.9010,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,26798_BV6LX.png,BV6LX,MJM54,False,5,0.6286576211452484,0.5663|0.6621|0.7183|0.7668|0.4298,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,96496_8K00Q.png,8K00Q,1GK1M,False,5,0.6377142667770386,0.7306|0.5235|0.3699|0.5669|0.9976,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,65199_5YT86.png,5YT86,31115,False,5,0.6403123140335083,0.2972|0.5010|0.9953|0.9999|0.4082,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,49898_QJRNQ.png,QJRNQ,MMMTA,False,5,0.6409650027751923,0.5536|0.2839|0.5679|0.8434|0.9562,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,14893_E0N3C.png,E0N3C,GA11L,False,5,0.6456489801406861,0.6254|0.5691|0.5310|1.0000|0.5028,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,44587_7IQH8.png,7IQH8,311N1,False,5,0.6461491286754608,0.4941|0.7603|0.6223|0.9532|0.4008,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,77496_PZPF2.png,PZPF2,11MAM,False,5,0.6462252080440521,0.7387|0.5531|0.9996|0.5406|0.3991,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,7689_DDDRG.png,DDDRG,M111K,False,5,0.6481382727622986,0.5253|0.8755|0.7655|0.5058|0.5686,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,71086_C8AZ5.png,C8AZ5,114IS,False,5,0.6490693509578704,0.5230|0.9987|0.4336|0.7201|0.5700,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,55387_PNX90.png,PNX90,VMM1M,False,5,0.652725350856781,0.3110|0.4674|0.9240|0.9697|0.5916,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,57490_YYNCI.png,YYNCI,8HWT5,False,5,0.6560130178928375,0.3620|0.6099|0.7548|0.9475|0.6059,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,74086_7V4RU.png,7V4RU,1AMN0,False,5,0.6582612216472625,0.9935|0.4245|0.6990|0.3959|0.7785,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,31385_UVVY4.png,UVVY4,J11MG,False,5,0.6606356203556061,0.5528|1.0000|0.6023|0.7582|0.3899,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,9791_EQWU4.png,EQWU4,TTM11,False,5,0.6615871310234069,0.4953|0.4450|0.8569|1.0000|0.5108,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,26888_H6MJK.png,H6MJK,JM4M1,False,5,0.6647820591926574,0.4531|0.9999|0.5023|0.9931|0.3756,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,48695_32RFB.png,32RFB,9IPRM,False,5,0.6659184515476226,0.5351|0.5092|0.2998|0.9857|0.9998,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,96894_03RCX.png,03RCX,1BVT4,False,5,0.6705676436424255,0.5333|0.7168|0.5246|0.5943|0.9838,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,37492_XVGWQ.png,XVGWQ,M1VIL,False,5,0.6718183636665345,0.9998|0.3418|0.6009|0.4210|0.9957,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,36690_JP5DQ.png,JP5DQ,MN114,False,5,0.672053462266922,0.5573|0.4016|0.6780|1.0000|0.7233,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,26193_FDWTX.png,FDWTX,M1MA8,False,5,0.6737962126731872,0.7150|0.9847|0.7179|0.5314|0.4199,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,85190_EKVOT.png,EKVOT,M11NO,False,5,0.674260038137436,0.8065|0.9157|0.5359|0.7358|0.3774,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,24698_H8BP8.png,H8BP8,34MAI,False,5,0.675635826587677,0.5958|0.9855|0.6784|0.6002|0.5183,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,19499_LFPPY.png,LFPPY,IE99L,False,5,0.6762380599975586,0.9632|0.9746|0.5111|0.3681|0.5642,False,False,False,False,False
dirty_denoised,dirty,dirty_M4_denoised,M4,train_010,81594_XLDMR.png,XLDMR,WIIZF,False,5,0.6770901620388031,0.8561|0.7572|0.9288|0.3547|0.4886,False,False,False,False,False
